date,amount,index
2011/2/23,92348,1150
2011/2/24,91094,1151
2011/2/25,84622,1152
2011/2/26,82962,1153
2011/2/27,76564,1154
2011/2/28,96759,1155
2011/3/1,98029,1156
2011/3/2,95463,1157
2011/3/3,99394,1158
2011/3/4,99267,1159
2011/3/5,87639,1160
2011/3/6,79888,1161
2011/3/7,100124,1162
2011/3/8,95624,1163
2011/3/9,93737,1164
2011/3/10,95636,1165
2011/3/11,83346,1166
2011/3/12,71939,1167
2011/3/13,65950,1168
2011/3/14,63214,1169
2011/3/15,65880,1170
2011/3/16,67679,1171
2011/3/17,71067,1172
2011/3/18,70221,1173
2011/3/19,64707,1174
2011/3/20,60635,1175
2011/3/21,67573,1176
2011/3/22,73997,1177
2011/3/23,75093,1178
2011/3/24,78637,1179
2011/3/25,76945,1180
2011/3/26,72481,1181
2011/3/27,69833,1182
2011/3/28,74269,1183
2011/3/29,73475,1184
2011/3/30,71869,1185
2011/3/31,72318,1186
2011/4/1,71630,1187
2011/4/2,66012,1188
2011/4/3,67058,1189
2011/4/4,73491,1190
2011/4/5,74674,1191
2011/4/6,72257,1192
2011/4/7,71170,1193
2011/4/8,70663,1194
2011/4/9,67205,1195
2011/4/10,62120,1196
2011/4/11,69924,1197
2011/4/12,72258,1198
2011/4/13,71774,1199
2011/4/14,70552,1200
2011/4/15,70015,1201
2011/4/16,64956,1202
2011/4/17,61332,1203
2011/4/18,69722,1204
2011/4/19,74028,1205
2011/4/20,73341,1206
2011/4/21,74127,1207
2011/4/22,71972,1208
2011/4/23,67817,1209
2011/4/24,61666,1210
2011/4/25,69954,1211
2011/4/26,71180,1212
2011/4/27,70742,1213
2011/4/28,69486,1214
2011/4/29,65175,1215
2011/4/30,63335,1216
2011/5/1,60490,1217
2011/5/2,63228,1218
2011/5/3,60694,1219
2011/5/4,59130,1220
2011/5/5,61330,1221
2011/5/6,68466,1222
2011/5/7,68373,1223
2011/5/8,62086,1224
2011/5/9,69342,1225
2011/5/10,73645,1226
2011/5/11,73834,1227
2011/5/12,73777,1228
2011/5/13,73012,1229
2011/5/14,66712,1230
2011/5/15,62499,1231
2011/5/16,70825,1232
2011/5/17,72953,1233
2011/5/18,72550,1234
2011/5/19,73203,1235
2011/5/20,74089,1236
2011/5/21,69395,1237
2011/5/22,65495,1238
2011/5/23,71159,1239
2011/5/24,72763,1240
2011/5/25,71680,1241
2011/5/26,72432,1242
2011/5/27,72441,1243
2011/5/28,67837,1244
2011/5/29,64882,1245
2011/5/30,70763,1246
2011/5/31,70475,1247
2011/6/1,70923,1248
2011/6/2,73207,1249
2011/6/3,71996,1250
2011/6/4,67785,1251
2011/6/5,64650,1252
2011/6/6,73000,1253
2011/6/7,74178,1254
2011/6/8,72919,1255
2011/6/9,73636,1256
2011/6/10,74849,1257
2011/6/11,70307,1258
2011/6/12,65316,1259
2011/6/13,72888,1260
2011/6/14,74096,1261
2011/6/15,72624,1262
2011/6/16,73594,1263
2011/6/17,73209,1264
2011/6/18,69231,1265
2011/6/19,65179,1266
2011/6/20,74635,1267
2011/6/21,78337,1268
2011/6/22,82463,1269
2011/6/23,84847,1270
2011/6/24,87467,1271
2011/6/25,76487,1272
2011/6/26,67605,1273
2011/6/27,75038,1274
2011/6/28,84605,1275
2011/6/29,90159,1276
2011/6/30,87636,1277
2011/7/1,84661,1278
2011/7/2,80039,1279
2011/7/3,79424,1280
2011/7/4,87708,1281
2011/7/5,87621,1282
2011/7/6,85853,1283
2011/7/7,81696,1284
2011/7/8,85394,1285
2011/7/9,86769,1286
2011/7/10,85685,1287
2011/7/11,91686,1288
2011/7/12,91603,1289
2011/7/13,90980,1290
2011/7/14,90822,1291
2011/7/15,91997,1292
2011/7/16,88848,1293
2011/7/17,87735,1294
2011/7/18,89919,1295
2011/7/19,87152,1296
2011/7/20,84007,1297
2011/7/21,71390,1298
2011/7/22,70094,1299
2011/7/23,70494,1300
2011/7/24,73768,1301
2011/7/25,82390,1302
2011/7/26,83221,1303
2011/7/27,84584,1304
2011/7/28,82035,1305
2011/7/29,81001,1306
2011/7/30,76406,1307
2011/7/31,71268,1308
2011/8/1,75099,1309
2011/8/2,78155,1310
2011/8/3,81453,1311
2011/8/4,83175,1312
2011/8/5,85207,1313
2011/8/6,85335,1314
2011/8/7,84802,1315
2011/8/8,90747,1316
2011/8/9,95039,1317
2011/8/10,97470,1318
2011/8/11,95753,1319
2011/8/12,90440,1320
2011/8/13,84455,1321
2011/8/14,82156,1322
2011/8/15,83653,1323
2011/8/16,85579,1324
2011/8/17,91288,1325
2011/8/18,97339,1326
2011/8/19,82536,1327
2011/8/20,71943,1328
2011/8/21,68518,1329
2011/8/22,71859,1330
2011/8/23,78781,1331
2011/8/24,84876,1332
2011/8/25,82615,1333
2011/8/26,82703,1334
2011/8/27,74332,1335
2011/8/28,75933,1336
2011/8/29,81506,1337
2011/8/30,82773,1338
2011/8/31,83984,1339
2011/9/1,87253,1340
2011/9/2,88119,1341
2011/9/3,84749,1342
2011/9/4,79338,1343
2011/9/5,83177,1344
2011/9/6,80612,1345
2011/9/7,79408,1346
2011/9/8,80465,1347
2011/9/9,84992,1348
2011/9/10,86943,1349
2011/9/11,82701,1350
2011/9/12,89613,1351
2011/9/13,91801,1352
2011/9/14,92247,1353
2011/9/15,91106,1354
2011/9/16,89838,1355
2011/9/17,86333,1356
2011/9/18,83752,1357
2011/9/19,82450,1358
2011/9/20,75940,1359
2011/9/21,76156,1360
2011/9/22,76355,1361
2011/9/23,68603,1362
2011/9/24,68512,1363
2011/9/25,65403,1364
2011/9/26,70876,1365
2011/9/27,71928,1366
2011/9/28,71448,1367
2011/9/29,72025,1368
2011/9/30,73604,1369
2011/10/1,67955,1370
2011/10/2,63694,1371
2011/10/3,70227,1372
2011/10/4,72072,1373
2011/10/5,74330,1374
2011/10/6,74179,1375
2011/10/7,72653,1376
2011/10/8,67183,1377
2011/10/9,62827,1378
2011/10/10,66738,1379
2011/10/11,72459,1380
2011/10/12,73381,1381
2011/10/13,74030,1382
2011/10/14,74472,1383
2011/10/15,72270,1384
2011/10/16,66808,1385
2011/10/17,72788,1386
2011/10/18,73589,1387
2011/10/19,73474,1388
2011/10/20,73708,1389
2011/10/21,74019,1390
2011/10/22,71067,1391
2011/10/23,65934,1392
2011/10/24,73800,1393
2011/10/25,75796,1394
2011/10/26,73157,1395
2011/10/27,73543,1396
2011/10/28,73510,1397
2011/10/29,68612,1398
2011/10/30,64640,1399
2011/10/31,71897,1400
2011/11/1,73099,1401
2011/11/2,73570,1402
2011/11/3,71277,1403
2011/11/4,73040,1404
2011/11/5,69699,1405
2011/11/6,66114,1406
2011/11/7,72480,1407
2011/11/8,73946,1408
2011/11/9,74676,1409
2011/11/10,75659,1410
2011/11/11,78851,1411
2011/11/12,69702,1412
2011/11/13,64690,1413
2011/11/14,72851,1414
2011/11/15,75497,1415
2011/11/16,76770,1416
2011/11/17,76760,1417
2011/11/18,78706,1418
2011/11/19,74737,1419
2011/11/20,66304,1420
2011/11/21,75407,1421
2011/11/22,79271,1422
2011/11/23,75508,1423
2011/11/24,77452,1424
2011/11/25,79405,1425
2011/11/26,75989,1426
2011/11/27,71172,1427
2011/11/28,81318,1428
2011/11/29,80111,1429
2011/11/30,78053,1430
2011/12/1,86192,1431
2011/12/2,90172,1432
2011/12/3,81339,1433
2011/12/4,70557,1434
2011/12/5,80803,1435
2011/12/6,88248,1436
2011/12/7,84955,1437
2011/12/8,89342,1438
2011/12/9,92184,1439
2011/12/10,83122,1440
2011/12/11,76860,1441
2011/12/12,85379,1442
2011/12/13,86574,1443
2011/12/14,90069,1444
2011/12/15,85805,1445
2011/12/16,86376,1446
2011/12/17,83731,1447
2011/12/18,79535,1448
2011/12/19,89419,1449
2011/12/20,91014,1450
2011/12/21,92766,1451
2011/12/22,94175,1452
2011/12/23,90820,1453
2011/12/24,86453,1454
2011/12/25,81903,1455
2011/12/26,92177,1456
2011/12/27,92058,1457
2011/12/28,87043,1458
2011/12/29,79371,1459
2011/12/30,73836,1460
2011/12/31,71022,1461
2012/1/1,67125,1462
2012/1/2,67906,1463
2012/1/3,70271,1464
2012/1/4,77178,1465
2012/1/5,86115,1466
2012/1/6,91066,1467
2012/1/7,86970,1468
2012/1/8,81158,1469
2012/1/9,83291,1470
2012/1/10,91599,1471
2012/1/11,93333,1472
2012/1/12,97208,1473
2012/1/13,94293,1474
2012/1/14,88215,1475
2012/1/15,84615,1476
2012/1/16,96851,1477
2012/1/17,95462,1478
2012/1/18,95491,1479
2012/1/19,94793,1480
2012/1/20,101339,1481
2012/1/21,94490,1482
2012/1/22,85533,1483
2012/1/23,96271,1484
2012/1/24,99384,1485
2012/1/25,97003,1486
2012/1/26,98549,1487
2012/1/27,98924,1488
2012/1/28,92401,1489
2012/1/29,87618,1490
2012/1/30,97852,1491
2012/1/31,97781,1492
2012/2/1,96674,1493
2012/2/2,100177,1494
2012/2/3,99459,1495
2012/2/4,88968,1496
2012/2/5,83583,1497
2012/2/6,97182,1498
2012/2/7,93799,1499
2012/2/8,93310,1500
2012/2/9,94638,1501
2012/2/10,93261,1502
2012/2/11,85330,1503
2012/2/12,81764,1504
2012/2/13,93322,1505
2012/2/14,97018,1506
2012/2/15,93246,1507
2012/2/16,98712,1508
2012/2/17,95658,1509
2012/2/18,90544,1510
2012/2/19,85239,1511
2012/2/20,92219,1512
2012/2/21,90320,1513
2012/2/22,89018,1514
2012/2/23,91010,1515
2012/2/24,84086,1516
2012/2/25,84509,1517
2012/2/26,80824,1518
2012/2/27,91387,1519
2012/2/28,94309,1520
2012/2/29,100588,1521
2012/3/1,90575,1522
2012/3/2,93130,1523
2012/3/3,81596,1524
2012/3/4,81148,1525
2012/3/5,94546,1526
2012/3/6,84792,1527
2012/3/7,81636,1528
2012/3/8,85118,1529
2012/3/9,89544,1530
2012/3/10,86184,1531
2012/3/11,77221,1532
2012/3/12,86660,1533
2012/3/13,88936,1534
2012/3/14,87180,1535
2012/3/15,86983,1536
2012/3/16,87425,1537
2012/3/17,83106,1538
2012/3/18,76206,1539
2012/3/19,84326,1540
2012/3/20,79971,1541
2012/3/21,84848,1542
2012/3/22,84873,1543
2012/3/23,85877,1544
2012/3/24,80062,1545
2012/3/25,72811,1546
2012/3/26,83480,1547
2012/3/27,82693,1548
2012/3/28,80887,1549
2012/3/29,78987,1550
2012/3/30,76556,1551
2012/3/31,71889,1552
2012/4/1,68925,1553
2012/4/2,77305,1554
2012/4/3,78997,1555
2012/4/4,77668,1556
2012/4/5,76653,1557
2012/4/6,78269,1558
2012/4/7,75787,1559
2012/4/8,70449,1560
2012/4/9,74723,1561
2012/4/10,74272,1562
2012/4/11,76703,1563
2012/4/12,73996,1564
2012/4/13,73389,1565
2012/4/14,75357,1566
2012/4/15,66961,1567
2012/4/16,74950,1568
2012/4/17,75808,1569
2012/4/18,74639,1570
2012/4/19,75253,1571
2012/4/20,76046,1572
2012/4/21,72241,1573
2012/4/22,70067,1574
2012/4/23,77462,1575
2012/4/24,73749,1576
2012/4/25,73637,1577
2012/4/26,74854,1578
2012/4/27,74259,1579
2012/4/28,66921,1580
2012/4/29,62271,1581
2012/4/30,63867,1582
2012/5/1,67934,1583
2012/5/2,67977,1584
2012/5/3,63362,1585
2012/5/4,60976,1586
2012/5/5,60030,1587
2012/5/6,60625,1588
2012/5/7,68761,1589
2012/5/8,72460,1590
2012/5/9,73771,1591
2012/5/10,72997,1592
2012/5/11,71901,1593
2012/5/12,67090,1594
2012/5/13,62779,1595
2012/5/14,71151,1596
2012/5/15,73784,1597
2012/5/16,73388,1598
2012/5/17,73870,1599
2012/5/18,72650,1600
2012/5/19,67245,1601
2012/5/20,63680,1602
2012/5/21,71582,1603
2012/5/22,73200,1604
2012/5/23,72439,1605
2012/5/24,73739,1606
2012/5/25,73287,1607
2012/5/26,67489,1608
2012/5/27,63789,1609
2012/5/28,72312,1610
2012/5/29,74078,1611
2012/5/30,73383,1612
2012/5/31,73487,1613
2012/6/1,74053,1614
2012/6/2,68133,1615
2012/6/3,64141,1616
2012/6/4,73219,1617
2012/6/5,74653,1618
2012/6/6,73749,1619
2012/6/7,74147,1620
2012/6/8,76406,1621
2012/6/9,69202,1622
2012/6/10,64863,1623
2012/6/11,72608,1624
2012/6/12,73582,1625
2012/6/13,72337,1626
2012/6/14,73066,1627
2012/6/15,73815,1628
2012/6/16,69357,1629
2012/6/17,67027,1630
2012/6/18,75996,1631
2012/6/19,78467,1632
2012/6/20,80956,1633
2012/6/21,78376,1634
2012/6/22,76338,1635
2012/6/23,70204,1636
2012/6/24,65851,1637
2012/6/25,71706,1638
2012/6/26,73039,1639
2012/6/27,73642,1640
2012/6/28,74948,1641
2012/6/29,75991,1642
2012/6/30,70868,1643
2012/7/1,65780,1644
2012/7/2,74949,1645
2012/7/3,77951,1646
2012/7/4,79846,1647
2012/7/5,82794,1648
2012/7/6,82550,1649
2012/7/7,74059,1650
2012/7/8,66994,1651
2012/7/9,77899,1652
2012/7/10,83340,1653
2012/7/11,84542,1654
2012/7/12,83565,1655
2012/7/13,85288,1656
2012/7/14,80554,1657
2012/7/15,77993,1658
2012/7/16,84563,1659
2012/7/17,94583,1660
2012/7/18,93440,1661
2012/7/19,91549,1662
2012/7/20,75696,1663
2012/7/21,68025,1664
2012/7/22,65350,1665
2012/7/23,77060,1666
2012/7/24,83782,1667
2012/7/25,90122,1668
2012/7/26,96124,1669
2012/7/27,97583,1670
2012/7/28,90967,1671
2012/7/29,86060,1672
2012/7/30,94980,1673
2012/7/31,94895,1674
2012/8/1,94819,1675
2012/8/2,97763,1676
2012/8/3,96049,1677
2012/8/4,85759,1678
2012/8/5,84748,1679
2012/8/6,88590,1680
2012/8/7,91090,1681
2012/8/8,83614,1682
2012/8/9,82536,1683
2012/8/10,84167,1684
2012/8/11,81787,1685
2012/8/12,75563,1686
2012/8/13,81395,1687
2012/8/14,77250,1688
2012/8/15,79092,1689
2012/8/16,87522,1690
2012/8/17,90774,1691
2012/8/18,81117,1692
2012/8/19,79933,1693
2012/8/20,90121,1694
2012/8/21,94468,1695
2012/8/22,95913,1696
2012/8/23,97259,1697
2012/8/24,96332,1698
2012/8/25,89114,1699
2012/8/26,84925,1700
2012/8/27,94946,1701
2012/8/28,94855,1702
2012/8/29,94622,1703
2012/8/30,98608,1704
2012/8/31,96724,1705
2012/9/1,83378,1706
2012/9/2,74791,1707
2012/9/3,83327,1708
2012/9/4,87952,1709
2012/9/5,90443,1710
2012/9/6,89562,1711
2012/9/7,87921,1712
2012/9/8,84042,1713
2012/9/9,79721,1714
2012/9/10,90364,1715
2012/9/11,92052,1716
2012/9/12,89260,1717
2012/9/13,91785,1718
2012/9/14,91597,1719
2012/9/15,84751,1720
2012/9/16,78736,1721
2012/9/17,83336,1722
2012/9/18,89083,1723
2012/9/19,87218,1724
2012/9/20,88008,1725
2012/9/21,82209,1726
2012/9/22,71405,1727
2012/9/23,66551,1728
2012/9/24,75112,1729
2012/9/25,73780,1730
2012/9/26,73394,1731
2012/9/27,72354,1732
2012/9/28,73039,1733
2012/9/29,71957,1734
2012/9/30,69933,1735
2012/10/1,80863,1736
2012/10/2,78521,1737
2012/10/3,75881,1738
2012/10/4,76363,1739
2012/10/5,77646,1740
2012/10/6,72211,1741
2012/10/7,64191,1742
2012/10/8,65062,1743
2012/10/9,70804,1744
2012/10/10,71890,1745
2012/10/11,73509,1746
2012/10/12,72561,1747
2012/10/13,66952,1748
2012/10/14,62551,1749
2012/10/15,70538,1750
2012/10/16,71506,1751
2012/10/17,72192,1752
2012/10/18,73546,1753
2012/10/19,70842,1754
2012/10/20,66123,1755
2012/10/21,62560,1756
2012/10/22,70057,1757
2012/10/23,73367,1758
2012/10/24,71065,1759
2012/10/25,71750,1760
2012/10/26,71009,1761
2012/10/27,66313,1762
2012/10/28,64361,1763
2012/10/29,69983,1764
2012/10/30,72104,1765
2012/10/31,72497,1766
2012/11/1,72500,1767
2012/11/2,72442,1768
2012/11/3,67362,1769
2012/11/4,64108,1770
2012/11/5,74095,1771
2012/11/6,77028,1772
2012/11/7,73368,1773
2012/11/8,73637,1774
2012/11/9,73272,1775
2012/11/10,68334,1776
2012/11/11,67117,1777
2012/11/12,73246,1778
2012/11/13,74669,1779
2012/11/14,74950,1780
2012/11/15,77314,1781
2012/11/16,76584,1782
2012/11/17,74508,1783
2012/11/18,67497,1784
2012/11/19,80869,1785
2012/11/20,79322,1786
2012/11/21,79248,1787
2012/11/22,79962,1788
2012/11/23,78858,1789
2012/11/24,73775,1790
2012/11/25,71127,1791
2012/11/26,84422,1792
2012/11/27,81980,1793
2012/11/28,87098,1794
2012/11/29,84390,1795
2012/11/30,83732,1796
2012/12/1,81135,1797
2012/12/2,78994,1798
2012/12/3,89392,1799
2012/12/4,87052,1800
2012/12/5,85614,1801
2012/12/6,83603,1802
2012/12/7,85879,1803
2012/12/8,79863,1804
2012/12/9,78129,1805
2012/12/10,89874,1806
2012/12/11,90402,1807
2012/12/12,90494,1808
2012/12/13,90940,1809
2012/12/14,90944,1810
2012/12/15,84560,1811
2012/12/16,73246,1812
2012/12/17,88740,1813
2012/12/18,85161,1814
2012/12/19,89963,1815
2012/12/20,91481,1816
2012/12/21,91757,1817
2012/12/22,87682,1818
2012/12/23,79930,1819
2012/12/24,85503,1820
2012/12/25,92273,1821
2012/12/26,93314,1822
2012/12/27,92845,1823
2012/12/28,89948,1824
2012/12/29,75654,1825
2012/12/30,72310,1826
2012/12/31,67515,1827
2013/1/1,65223,1828
2013/1/2,64305,1829
2013/1/3,68915,1830
2013/1/4,79321,1831
2013/1/5,83090,1832
2013/1/6,80185,1833
2013/1/7,90225,1834
2013/1/8,90737,1835
2013/1/9,90459,1836
2013/1/10,91988,1837
2013/1/11,93421,1838
2013/1/12,87447,1839
2013/1/13,78401,1840
2013/1/14,90750,1841
2013/1/15,94899,1842
2013/1/16,97120,1843
2013/1/17,96349,1844
2013/1/18,97291,1845
2013/1/19,89181,1846
2013/1/20,81982,1847
2013/1/21,91662,1848
2013/1/22,93592,1849
2013/1/23,91862,1850
2013/1/24,91102,1851
2013/1/25,90770,1852
2013/1/26,87912,1853
2013/1/27,82000,1854
2013/1/28,91932,1855
2013/1/29,91113,1856
2013/1/30,88894,1857
2013/1/31,90721,1858
2013/2/1,88886,1859
2013/2/2,75348,1860
2013/2/3,72480,1861
2013/2/4,82730,1862
2013/2/5,85468,1863
2013/2/6,95031,1864
2013/2/7,89095,1865
2013/2/8,92176,1866
2013/2/9,86133,1867
2013/2/10,77464,1868
2013/2/11,82883,1869
2013/2/12,94493,1870
2013/2/13,89917,1871
2013/2/14,91169,1872
2013/2/15,94102,1873
2013/2/16,89480,1874
2013/2/17,83833,1875
2013/2/18,94160,1876
2013/2/19,96945,1877
2013/2/20,93140,1878
2013/2/21,93511,1879
2013/2/22,92170,1880
2013/2/23,83976,1881
2013/2/24,81887,1882
2013/2/25,93714,1883
2013/2/26,92209,1884
2013/2/27,92161,1885
2013/2/28,84683,1886
2013/3/1,81185,1887
2013/3/2,76552,1888
2013/3/3,76517,1889
2013/3/4,86624,1890
2013/3/5,84369,1891
2013/3/6,81298,1892
2013/3/7,78914,1893
2013/3/8,74932,1894
2013/3/9,68110,1895
2013/3/10,65551,1896
2013/3/11,79635,1897
2013/3/12,78860,1898
2013/3/13,75068,1899
2013/3/14,80988,1900
2013/3/15,79513,1901
2013/3/16,71501,1902
2013/3/17,66384,1903
2013/3/18,72329,1904
2013/3/19,71521,1905
2013/3/20,68748,1906
2013/3/21,73411,1907
2013/3/22,73191,1908
2013/3/23,68241,1909
2013/3/24,66265,1910
2013/3/25,77925,1911
2013/3/26,78573,1912
2013/3/27,82590,1913
2013/3/28,74549,1914
2013/3/29,71578,1915
2013/3/30,73297,1916
2013/3/31,71833,1917
2013/4/1,75092,1918
2013/4/2,80666,1919
2013/4/3,79476,1920
2013/4/4,73625,1921
2013/4/5,72088,1922
2013/4/6,68384,1923
2013/4/7,63173,1924
2013/4/8,70913,1925
2013/4/9,72283,1926
2013/4/10,72596,1927
2013/4/11,75509,1928
2013/4/12,74741,1929
2013/4/13,68920,1930
2013/4/14,63579,1931
2013/4/15,69967,1932
2013/4/16,71670,1933
2013/4/17,71731,1934
2013/4/18,71947,1935
2013/4/19,72548,1936
2013/4/20,72985,1937
2013/4/21,72334,1938
2013/4/22,75690,1939
2013/4/23,74825,1940
2013/4/24,74721,1941
2013/4/25,71491,1942
2013/4/26,70195,1943
2013/4/27,65019,1944
2013/4/28,60772,1945
2013/4/29,62090,1946
2013/4/30,67015,1947
2013/5/1,66516,1948
2013/5/2,66259,1949
2013/5/3,60187,1950
2013/5/4,58560,1951
2013/5/5,58102,1952
2013/5/6,61272,1953
2013/5/7,68121,1954
2013/5/8,70691,1955
2013/5/9,71390,1956
2013/5/10,72276,1957
2013/5/11,68240,1958
2013/5/12,62532,1959
2013/5/13,70491,1960
2013/5/14,73204,1961
2013/5/15,72282,1962
2013/5/16,72629,1963
2013/5/17,71054,1964
2013/5/18,66399,1965
2013/5/19,62504,1966
2013/5/20,71413,1967
2013/5/21,74250,1968
2013/5/22,74415,1969
2013/5/23,73919,1970
2013/5/24,73536,1971
2013/5/25,66238,1972
2013/5/26,63534,1973
2013/5/27,71836,1974
2013/5/28,73108,1975
2013/5/29,73332,1976
2013/5/30,74310,1977
2013/5/31,72806,1978
2013/6/1,65672,1979
2013/6/2,61356,1980
2013/6/3,70125,1981
2013/6/4,74204,1982
2013/6/5,74794,1983
2013/6/6,74271,1984
2013/6/7,73797,1985
2013/6/8,68121,1986
2013/6/9,65309,1987
2013/6/10,74226,1988
2013/6/11,75017,1989
2013/6/12,75009,1990
2013/6/13,76087,1991
2013/6/14,77756,1992
2013/6/15,74949,1993
2013/6/16,68208,1994
2013/6/17,77728,1995
2013/6/18,82248,1996
2013/6/19,81485,1997
2013/6/20,77731,1998
2013/6/21,75988,1999
2013/6/22,69695,2000
2013/6/23,66248,2001
2013/6/24,75219,2002
2013/6/25,77654,2003
2013/6/26,75888,2004
2013/6/27,74775,2005
2013/6/28,74389,2006
2013/6/29,70877,2007
2013/6/30,66842,2008
2013/7/1,74156,2009
2013/7/2,77174,2010
2013/7/3,76518,2011
2013/7/4,79309,2012
2013/7/5,82314,2013
2013/7/6,81747,2014
2013/7/7,81152,2015
2013/7/8,93057,2016
2013/7/9,96315,2017
2013/7/10,97680,2018
2013/7/11,99314,2019
2013/7/12,99363,2020
2013/7/13,88840,2021
2013/7/14,83020,2022
2013/7/15,83890,2023
2013/7/16,82577,2024
2013/7/17,81114,2025
2013/7/18,88153,2026
2013/7/19,83911,2027
2013/7/20,73628,2028
2013/7/21,70100,2029
2013/7/22,82944,2030
2013/7/23,88642,2031
2013/7/24,81954,2032
2013/7/25,82703,2033
2013/7/26,87901,2034
2013/7/27,81332,2035
2013/7/28,75319,2036
2013/7/29,81249,2037
2013/7/30,86744,2038
2013/7/31,86258,2039
2013/8/1,87684,2040
2013/8/2,82365,2041
2013/8/3,77629,2042
2013/8/4,76589,2043
2013/8/5,89487,2044
2013/8/6,90939,2045
2013/8/7,93371,2046
2013/8/8,95640,2047
2013/8/9,100352,2048
2013/8/10,98496,2049
2013/8/11,92903,2050
2013/8/12,92725,2051
2013/8/13,85727,2052
2013/8/14,84450,2053
2013/8/15,84248,2054
2013/8/16,86851,2055
2013/8/17,83399,2056
2013/8/18,82338,2057
2013/8/19,95472,2058
2013/8/20,97018,2059
2013/8/21,94251,2060
2013/8/22,93826,2061
2013/8/23,91688,2062
2013/8/24,83498,2063
2013/8/25,72542,2064
2013/8/26,80404,2065
2013/8/27,81193,2066
2013/8/28,84359,2067
2013/8/29,87419,2068
2013/8/30,95950,2069
2013/8/31,90880,2070
2013/9/1,86867,2071
2013/9/2,89992,2072
2013/9/3,93530,2073
2013/9/4,90225,2074
2013/9/5,89331,2075
2013/9/6,83358,2076
2013/9/7,76983,2077
2013/9/8,71682,2078
2013/9/9,77400,2079
2013/9/10,78918,2080
2013/9/11,79154,2081
2013/9/12,84846,2082
2013/9/13,87998,2083
2013/9/14,83129,2084
2013/9/15,76006,2085
2013/9/16,76960,2086
2013/9/17,74738,2087
2013/9/18,75213,2088
2013/9/19,75555,2089
2013/9/20,77681,2090
2013/9/21,74647,2091
2013/9/22,68822,2092
2013/9/23,67896,2093
2013/9/24,74716,2094
2013/9/25,78041,2095
2013/9/26,74452,2096
2013/9/27,70627,2097
2013/9/28,66152,2098
2013/9/29,62816,2099
2013/9/30,70079,2100
2013/10/1,74196,2101
2013/10/2,76916,2102
2013/10/3,77630,2103
2013/10/4,72281,2104
2013/10/5,67731,2105
2013/10/6,64521,2106
2013/10/7,74734,2107
2013/10/8,78598,2108
2013/10/9,79591,2109
2013/10/10,79495,2110
2013/10/11,79939,2111
2013/10/12,72777,2112
2013/10/13,62317,2113
2013/10/14,64545,2114
2013/10/15,71662,2115
2013/10/16,71415,2116
2013/10/17,71132,2117
2013/10/18,70749,2118
2013/10/19,66742,2119
2013/10/20,64923,2120
2013/10/21,70083,2121
2013/10/22,71737,2122
2013/10/23,71623,2123
2013/10/24,72682,2124
2013/10/25,73242,2125
2013/10/26,68448,2126
2013/10/27,62479,2127
2013/10/28,69779,2128
2013/10/29,73928,2129
2013/10/30,71786,2130
2013/10/31,71646,2131
2013/11/1,71288,2132
2013/11/2,68173,2133
2013/11/3,62893,2134
2013/11/4,67373,2135
2013/11/5,71379,2136
2013/11/6,72609,2137
2013/11/7,74809,2138
2013/11/8,72805,2139
2013/11/9,71021,2140
2013/11/10,65926,2141
2013/11/11,74356,2142
2013/11/12,79798,2143
2013/11/13,79912,2144
2013/11/14,80246,2145
2013/11/15,81355,2146
2013/11/16,73016,2147
2013/11/17,66986,2148
2013/11/18,74694,2149
2013/11/19,77629,2150
2013/11/20,78816,2151
2013/11/21,78904,2152
2013/11/22,78425,2153
2013/11/23,71992,2154
2013/11/24,68805,2155
2013/11/25,78919,2156
2013/11/26,76343,2157
2013/11/27,78539,2158
2013/11/28,78885,2159
2013/11/29,80894,2160
2013/11/30,76616,2161
2013/12/1,71949,2162
2013/12/2,80141,2163
2013/12/3,81522,2164
2013/12/4,80923,2165
2013/12/5,81179,2166
2013/12/6,80908,2167
2013/12/7,76154,2168
2013/12/8,73983,2169
2013/12/9,85263,2170
2013/12/10,86653,2171
2013/12/11,85429,2172
2013/12/12,85317,2173
2013/12/13,85674,2174
2013/12/14,80613,2175
2013/12/15,76572,2176
2013/12/16,86211,2177
2013/12/17,86766,2178
2013/12/18,91671,2179
2013/12/19,92651,2180
2013/12/20,91868,2181
2013/12/21,85108,2182
2013/12/22,78113,2183
2013/12/23,86370,2184
2013/12/24,88655,2185
2013/12/25,89608,2186
2013/12/26,90561,2187
2013/12/27,86689,2188
2013/12/28,80622,2189
2013/12/29,75545,2190
2013/12/30,73572,2191
2013/12/31,68740,2192
2014/1/1,63029,2193
2014/1/2,64130,2194
2014/1/3,68421,2195
2014/1/4,71881,2196
2014/1/5,76468,2197
2014/1/6,87880,2198
2014/1/7,92158,2199
2014/1/8,90644,2200
2014/1/9,90249,2201
2014/1/10,95344,2202
2014/1/11,88592,2203
2014/1/12,81395,2204
2014/1/13,86407,2205
2014/1/14,95154,2206
2014/1/15,99962,2207
2014/1/16,96112,2208
2014/1/17,93832,2209
2014/1/18,88461,2210
2014/1/19,83225,2211
2014/1/20,93334,2212
2014/1/21,91755,2213
2014/1/22,91926,2214
2014/1/23,91771,2215
2014/1/24,89792,2216
2014/1/25,84666,2217
2014/1/26,76995,2218
2014/1/27,91416,2219
2014/1/28,88701,2220
2014/1/29,86462,2221
2014/1/30,87160,2222
2014/1/31,83045,2223
2014/2/1,80738,2224
2014/2/2,75882,2225
